134,Cory,Perez,cory.perez.134@gslingacademy.com,6,0,88,52,53,56
135,Christopher,Jenkins,christopher.jenkins.135@gslingacademy.com,1,3,87,62,87,96
136,Joanne,Campos,joanne.campos.136@gslingacademy.com,2,6,62,83,84,75
137,David,Patel,david.patel.137@gslingacademy.com,2,12,85,65,60,78
138,Michelle,Hill,michelle.hill.138@gslingacademy.com,1,11,79,97,76,67
139,Jessica,Boyd,jessica.boyd.139@gslingacademy.com,4,23,90,94,98,96
140,Lawrence,Russell,lawrence.russell.140@gslingacademy.com,2,23,97,71,82,80
141,James,Singh,james.singh.141@gslingacademy.com,0,16,88,69,87,81
142,Marc,Villanueva,marc.villanueva.142@gslingacademy.com,2,3,71,85,77,89
143,Cathy,Wilson,cathy.wilson.143@gslingacademy.com,1,29,70,99,79,96
144,Adam,Mitchell,adam.mitchell.144@gslingacademy.com,3,18,93,68,76,99
145,Sherry,Phillips,sherry.phillips.145@gslingacademy.com,0,3,92,79,81,61
146,Victor,Jones,victor.jones.146@gslingacademy.com,3,6,83,72,68,94
147,Mark,Young,mark.young.147@gslingacademy.com,8,2,68,97,51,93
148,Matthew,Jackson,matthew.jackson.148@gslingacademy.com,0,34,92,90,65,79
149,Tanya,Nichols,tanya.nichols.149@gslingacademy.com,4,22,69,91,82,99
150,Julie,Gray,julie.gray.150@gslingacademy.com,5,4,76,72,72,65
151,Courtney,Perry,courtney.perry.151@gslingacademy.com,3,3,86,92,79,73
152,Stephen,Rodriguez,stephen.rodriguez.152@gslingacademy.com,10,2,41,57,97,56
153,Elizabeth,Robinson,elizabeth.robinson.153@gslingacademy.com,5,18,91,100,84,72
154,William,Graves,william.graves.154@gslingacademy.com,0,8,78,67,82,70
155,Nancy,Moore,nancy.moore.155@gslingacademy.com,1,33,89,73,85,84
156,Matthew,Newman,matthew.newman.156@gslingacademy.com,0,13,96,71,88,74
157,Anita,Moore,anita.moore.157@gslingacademy.com,0,17,66,99,85,90
158,Brian,Sanchez,brian.sanchez.158@gslingacademy.com,8,1,97,54,62,66
159,Dennis,Phillips,dennis.phillips.159@gslingacademy.com,7,3,49,64,97,61
160,Michael,Rivas,michael.rivas.160@gslingacademy.com,4,33,88,66,96,82
161,Ryan,Smith,ryan.smith.161@gslingacademy.com,1,12,92,64,77,61
162,Anthony,Sullivan,anthony.sullivan.162@gslingacademy.com,3,24,96,66,92,88
163,Troy,Shepherd,troy.shepherd.163@gslingacademy.com,4,33,86,88,99,79
164,Nicholas,Clayton,nicholas.clayton.164@gslingacademy.com,1,44,86,100,100,96
165,Denise,Schneider,denise.schneider.165@gslingacademy.com,1,15,88,72,96,60
166,Lisa,Silva,lisa.silva.166@gslingacademy.com,2,5,92,81,99,98
167,Laura,Reilly,laura.reilly.167@gslingacademy.com,7,5,87,76,71,65
168,Amy,Peterson,amy.peterson.168@gslingacademy.com,5,22,89,94,67,68
169,Fernando,Sexton,fernando.sexton.169@gslingacademy.com,1,9,97,96,66,96
170,Evan,Christian,evan.christian.170@gslingacademy.com,4,34,100,62,67,97
171,Rebecca,Norris,rebecca.norris.171@gslingacademy.com,1,34,91,98,76,99
172,Erica,Marks,erica.marks.172@gslingacademy.com,4,25,81,87,65,85
173,Rhonda,Webster,rhonda.webster.173@gslingacademy.com,5,31,82,66,89,76
174,John,Bennett,john.bennett.174@gslingacademy.com,1,33,100,96,75,68
175,Amanda,Murphy,amanda.murphy.175@gslingacademy.com,10,3,65,100,80,83
176,Jeremy,Barnes,jeremy.barnes.176@gslingacademy.com,2,20,68,100,89,75
177,John,Brown,john.brown.177@gslingacademy.com,3,15,97,92,95,75
178,Traci,Boyd,traci.boyd.178@gslingacademy.com,3,26,76,94,77,88
179,Elizabeth,Butler,elizabeth.butler.179@gslingacademy.com,5,35,91,99,94,94
180,Alex,Clark,alex.clark.180@gslingacademy.com,4,12,85,73,89,73
181,Christopher,Wolfe,christopher.wolfe.181@gslingacademy.com,2,5,68,69,86,87
182,Jason,Bell,jason.bell.182@gslingacademy.com,1,31,73,99,75,70
183,Victoria,Donaldson,victoria.donaldson.183@gslingacademy.com,3,28,65,90,75,96
184,Logan,Cox,logan.cox.184@gslingacademy.com,8,5,46,79,75,86
185,Rachel,Hill,rachel.hill.185@gslingacademy.com,1,33,92,84,85,77
186,Jenny,Lloyd,jenny.lloyd.186@gslingacademy.com,3,2,69,78,69,70
187,Joan,Cohen,joan.cohen.187@gslingacademy.com,5,9,78,99,64,99
188,Kimberly,Lopez,kimberly.lopez.188@gslingacademy.com,2,0,92,62,86,97
189,Steven,Walker,steven.walker.189@gslingacademy.com,5,26,70,77,91,96
190,Sonia,Bowers,sonia.bowers.190@gslingacademy.com,5,30,95,79,98,95
191,Penny,Perez,penny.perez.191@gslingacademy.com,7,1,99,82,93,83
192,Mike,Harris,mike.harris.192@gslingacademy.com,1,26,96,66,79,80
193,Vanessa,Sweeney,vanessa.sweeney.193@gslingacademy.com,2,2,85,90,85,74
194,Adam,Edwards,adam.edwards.194@gslingacademy.com,5,9,91,94,82,100
195,Angelica,Johnson,angelica.johnson.195@gslingacademy.com,2,30,85,64,93,80
196,Tiffany,Hernandez,tiffany.hernandez.196@gslingacademy.com,3,24,94,73,61,68
197,Mark,Myers,mark.myers.197@gslingacademy.com,4,21,95,69,62,87
198,Erica,Cochran,erica.cochran.198@gslingacademy.com,2,14,69,90,83,70
199,Karen,Watson,karen.watson.199@gslingacademy.com,1,24,95,72,94,96
200,Kathryn,Frazier,kathryn.frazier.200@gslingacademy.com,3,34,94,88,65,88
201,Anthony,Jackson,anthony.jackson.201@gslingacademy.com,1,34,82,81,100,81
202,Jordan,Perez,jordan.perez.202@gslingacademy.com,6,27,99,73,91,91
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,3,16,85,62,84,80
204,Christina,Davis,christina.davis.204@gslingacademy.com,1,21,100,87,60,92
205,April,Ryan,april.ryan.205@gslingacademy.com,1,1,98,95,90,81
206,Maxwell,Davis,maxwell.davis.206@gslingacademy.com,3,17,97,78,81,67
207,Matthew,Guzman,matthew.guzman.207@gslingacademy.com,5,0,99,86,68,94
208,Robert,Mayer,robert.mayer.208@gslingacademy.com,3,12,99,73,77,74
209,Amanda,Willis,amanda.willis.209@gslingacademy.com,2,22,75,83,70,71
210,Michele,Thomas,michele.thomas.210@gslingacademy.com,1,14,63,80,99,78
211,Tim,Turner,tim.turner.211@gslingacademy.com,0,41,96,88,90,100
212,Joe,Strickland,joe.strickland.212@gslingacademy.com,4,32,91,73,86,73
213,Trevor,Cruz,trevor.cruz.213@gslingacademy.com,1,4,52,58,60,97
214,Melissa,Roberts,melissa.roberts.214@gslingacademy.com,1,22,99,71,80,82
215,Tammy,Miller,tammy.miller.215@gslingacademy.com,3,17,84,62,92,74
216,Chad,Morgan,chad.morgan.216@gslingacademy.com,2,2,100,90,82,79
217,Samantha,Maldonado,samantha.maldonado.217@gslingacademy.com,4,33,82,71,93,90
218,Marie,Martin,marie.martin.218@gslingacademy.com,5,29,75,88,65,80
219,Theresa,Tucker,theresa.tucker.219@gslingacademy.com,1,27,66,71,94,72
220,Joseph,Morris,joseph.morris.220@gslingacademy.com,6,34,99,88,72,76
221,Charles,Parker,charles.parker.221@gslingacademy.com,3,2,99,76,94,88
222,Rachel,Alvarez,rachel.alvarez.222@gslingacademy.com,3,22,95,87,79,95
223,Charles,Robertson,charles.robertson.223@gslingacademy.com,7,33,99,61,75,68
224,Steven,York,steven.york.224@gslingacademy.com,5,17,65,72,96,69
225,Robert,Dougherty,robert.dougherty.225@gslingacademy.com,7,4,85,55,74,71
226,Vanessa,Wheeler,vanessa.wheeler.226@gslingacademy.com,7,3,69,78,57,72
227,Emily,Mcclure,emily.mcclure.227@gslingacademy.com,7,3,75,76,88,65
228,Angela,Thomas,angela.thomas.228@gslingacademy.com,7,17,91,78,72,69
229,Roberto,Evans,roberto.evans.229@gslingacademy.com,3,6,92,95,61,98
230,Christopher,Perez,christopher.perez.230@gslingacademy.com,7,9,62,64,65,86
231,William,Torres,william.torres.231@gslingacademy.com,2,35,87,91,98,94
232,Lisa,Gardner,lisa.gardner.232@gslingacademy.com,3,17,97,88,87,61
233,Catherine,Owens,catherine.owens.233@gslingacademy.com,1,7,97,92,79,88
234,Keith,Summers,keith.summers.234@gslingacademy.com,5,16,98,88,92,84
235,Linda,Adams,linda.adams.235@gslingacademy.com,1,20,96,67,88,95
236,Michael,Wright,michael.wright.236@gslingacademy.com,7,0,98,89,81,56
237,Kyle,James,kyle.james.237@gslingacademy.com,2,27,87,82,95,81
238,Christopher,Cook,christopher.cook.238@gslingacademy.com,0,24,96,80,86,94
239,John,Conley,john.conley.239@gslingacademy.com,2,30,82,74,77,95
240,David,Barnett,david.barnett.240@gslingacademy.com,6,20,100,72,99,64
241,Peter,Garner,peter.garner.241@gslingacademy.com,0,27,91,81,91,76
242,Douglas,Stewart,douglas.stewart.242@gslingacademy.com,6,2,87,62,85,64
243,Heidi,Jones,heidi.jones.243@gslingacademy.com,6,16,75,95,84,87
244,Jeremy,Daniels,jeremy.daniels.244@gslingacademy.com,1,27,86,78,61,71
245,Dustin,Dodson,dustin.dodson.245@gslingacademy.com,4,24,94,62,97,96
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,4,23,99,64,92,78
247,Willie,Ellis,willie.ellis.247@gslingacademy.com,1,15,84,91,94,66
248,Robert,Hawkins,robert.hawkins.248@gslingacademy.com,3,25,92,81,68,96
249,Stacy,Jordan,stacy.jordan.249@gslingacademy.com,2,32,95,84,95,72
250,Robert,Swanson,robert.swanson.250@gslingacademy.com,3,35,90,88,94,99
251,Holly,Henderson,holly.henderson.251@gslingacademy.com,3,3,93,100,87,66
252,Debra,Valdez,debra.valdez.252@gslingacademy.com,1,28,69,63,88,73
253,Vincent,Robertson,vincent.robertson.253@gslingacademy.com,1,3,97,80,80,65
254,Karen,Spencer,karen.spencer.254@gslingacademy.com,0,21,76,72,80,92
255,Nathan,Riley,nathan.riley.255@gslingacademy.com,3,35,85,85,92,86
256,Andrea,Sutton,andrea.sutton.256@gslingacademy.com,7,35,91,87,89,97
257,Tracey,Turner,tracey.turner.257@gslingacademy.com,7,14,82,95,92,62
258,Tammy,Olsen,tammy.olsen.258@gslingacademy.com,7,1,59,56,87,97
259,Sheila,Wilkinson,sheila.wilkinson.259@gslingacademy.com,9,0,78,71,73,51
260,Nathan,Padilla,nathan.padilla.260@gslingacademy.com,2,12,89,65,82,65
261,Sarah,Santiago,sarah.santiago.261@gslingacademy.com,3,35,86,91,92,96
262,Christopher,Cruz,christopher.cruz.262@gslingacademy.com,4,2,76,93,65,95
263,Nicholas,Sanders,nicholas.sanders.263@gslingacademy.com,2,16,79,68,63,72
264,Jessica,Waters,jessica.waters.264@gslingacademy.com,3,31,91,96,77,76
265,James,Miller,james.miller.265@gslingacademy.com,5,4,89,66,80,77
266,Adam,Kane,adam.kane.266@gslingacademy.com,3,19,97,94,81,97
267,Patricia,Gonzalez,patricia.gonzalez.267@gslingacademy.com,3,15,100,86,74,96
268,Whitney,Holmes,whitney.holmes.268@gslingacademy.com,1,30,96,68,87,96
269,Rachel,Hamilton,rachel.hamilton.269@gslingacademy.com,7,17,94,64,100,71
270,Melissa,Marshall,melissa.marshall.270@gslingacademy.com,2,23,98,68,80,75
271,Jacob,Henderson,jacob.henderson.271@gslingacademy.com,1,3,53,71,98,95
272,Melissa,Huerta,melissa.huerta.272@gslingacademy.com,7,4,44,64,58,66
273,Kevin,Camacho,kevin.camacho.273@gslingacademy.com,0,25,85,70,73,95
274,Anthony,Martinez,anthony.martinez.274@gslingacademy.com,10,1,51,91,67,79
275,Randy,Rodriguez,randy.rodriguez.275@gslingacademy.com,1,24,90,89,82,74
276,Patrick,Vazquez,patrick.vazquez.276@gslingacademy.com,1,15,100,92,90,66
277,Kim,Flores,kim.flores.277@gslingacademy.com,7,1,95,73,61,91
278,Robert,Salazar,robert.salazar.278@gslingacademy.com,1,33,76,81,96,74
279,Victoria,Vasquez,victoria.vasquez.279@gslingacademy.com,1,11,71,98,96,60
280,Ricardo,Macias,ricardo.macias.280@gslingacademy.com,3,10,95,60,87,71
281,Brandi,Bauer,brandi.bauer.281@gslingacademy.com,7,15,92,88,76,93
282,Jorge,Roth,jorge.roth.282@gslingacademy.com,5,34,82,95,96,100
283,Benjamin,Davis,benjamin.davis.283@gslingacademy.com,3,30,85,94,83,76
284,Nancy,Pierce,nancy.pierce.284@gslingacademy.com,4,4,82,85,75,92
285,Catherine,Weiss,catherine.weiss.285@gslingacademy.com,2,28,98,77,94,63
286,Jacob,Perez,jacob.perez.286@gslingacademy.com,5,29,93,96,94,84
287,Penny,Zuniga,penny.zuniga.287@gslingacademy.com,7,30,84,97,60,100
288,Anthony,Cox,anthony.cox.288@gslingacademy.com,4,31,81,95,76,60
289,Angela,Nelson,angela.nelson.289@gslingacademy.com,8,1,62,64,84,67
290,Lisa,White,lisa.white.290@gslingacademy.com,6,16,92,70,60,94
291,Robin,Parker,robin.parker.291@gslingacademy.com,2,18,64,93,61,61
292,Cynthia,Shields,cynthia.shields.292@gslingacademy.com,1,4,89,67,97,67
293,Pamela,Wilkinson,pamela.wilkinson.293@gslingacademy.com,8,32,99,88,84,87
294,Brenda,Nichols,brenda.nichols.294@gslingacademy.com,2,12,95,82,93,99
295,Laura,Rodriguez,laura.rodriguez.295@gslingacademy.com,6,5,72,92,67,100
296,Julie,Carey,julie.carey.296@gslingacademy.com,2,15,68,89,68,90
297,Barbara,Andrews,barbara.andrews.297@gslingacademy.com,3,31,92,69,78,68
298,Tracy,Johnson,tracy.johnson.298@gslingacademy.com,2,2,97,74,97,60
299,Sarah,Oconnor,sarah.oconnor.299@gslingacademy.com,1,2,81,92,94,77
300,Joseph,Landry,joseph.landry.300@gslingacademy.com,3,20,88,60,81,85
301,Terry,Chen,terry.chen.301@gslingacademy.com,1,11,76,82,70,72
302,Heather,Faulkner,heather.faulkner.302@gslingacademy.com,10,26,77,62,97,82
303,Wanda,Baxter,wanda.baxter.303@gslingacademy.com,3,22,89,81,99,71
304,Amanda,Davis,amanda.davis.304@gslingacademy.com,1,12,65,69,66,65
305,Gina,Powell,gina.powell.305@gslingacademy.com,10,4,82,55,76,63
306,Sabrina,Hall,sabrina.hall.306@gslingacademy.com,3,34,77,60,61,91
307,Lauren,Miller,lauren.miller.307@gslingacademy.com,0,9,66,70,88,70
308,Jessica,Diaz,jessica.diaz.308@gslingacademy.com,5,43,90,96,100,87
309,Ashley,Garcia,ashley.garcia.309@gslingacademy.com,2,1,73,87,90,96
310,Miranda,Johnson,miranda.johnson.310@gslingacademy.com,2,19,89,64,74,97
311,Tracy,Johnston,tracy.johnston.311@gslingacademy.com,4,2,72,55,54,62
312,Erik,Butler,erik.butler.312@gslingacademy.com,1,34,87,90,89,88
313,Tiffany,Jones,tiffany.jones.313@gslingacademy.com,4,31,75,98,96,85
314,Brandy,Campbell,brandy.campbell.314@gslingacademy.com,4,11,80,85,98,99
315,Joel,Hicks,joel.hicks.315@gslingacademy.com,2,35,85,87,87,90
316,John,Miller,john.miller.316@gslingacademy.com,4,20,92,93,74,76
317,Nancy,Jones,nancy.jones.317@gslingacademy.com,0,22,63,60,92,88
318,Jody,Mueller,jody.mueller.318@gslingacademy.com,3,2,99,99,87,80
319,Steven,Fox,steven.fox.319@gslingacademy.com,7,1,87,88,51,96
320,Taylor,Klein,taylor.klein.320@gslingacademy.com,4,34,87,84,62,76
321,David,Barron,david.barron.321@gslingacademy.com,6,17,90,75,71,64
322,Kevin,Thompson,kevin.thompson.322@gslingacademy.com,6,34,94,83,99,100
323,Andrea,Walters,andrea.walters.323@gslingacademy.com,5,25,86,76,81,83
324,David,Wright,david.wright.324@gslingacademy.com,3,8,96,81,95,78
325,Anthony,Oconnor,anthony.oconnor.325@gslingacademy.com,3,4,75,69,85,73
326,Laura,Miller,laura.miller.326@gslingacademy.com,1,26,74,92,81,79
327,Steven,Barrett,steven.barrett.327@gslingacademy.com,1,13,96,91,96,69
328,Miranda,Ruiz,miranda.ruiz.328@gslingacademy.com,1,4,79,77,62,98
329,Matthew,Anderson,matthew.anderson.329@gslingacademy.com,2,27,70,88,60,68
330,Kenneth,Flores,kenneth.flores.330@gslingacademy.com,5,32,79,91,62,87
331,Sydney,Johnson,sydney.johnson.331@gslingacademy.com,1,25,91,65,86,66
332,Carla,Lewis,carla.lewis.332@gslingacademy.com,1,13,90,72,78,61
333,Jeffrey,Shannon,jeffrey.shannon.333@gslingacademy.com,1,31,87,100,86,60
334,Angela,Park,angela.park.334@gslingacademy.com,3,8,69,99,78,85
335,Brandon,Smith,brandon.smith.335@gslingacademy.com,9,0,66,99,50,62
